type,entry_price,stop_loss,take_profit,position_size,initial_tp,entry_time,status,breakeven_applied,tp_extended,trailing_steps,exit_price,exit_time,pnl_points,pnl_currency,exit_reason
BUY,2186.24,2186.74,2196.24,15.47,2196.24,2024-03-20 22:45:00,closed,True,False,0,2196.24,2024-03-21 00:15:00,10.0,154.70000000000002,SL/TP
BUY,2186.24,2186.74,2196.24,15.47,2196.24,2024-03-20 23:00:00,closed,True,False,0,2196.24,2024-03-21 00:15:00,10.0,154.70000000000002,SL/TP
BUY,2186.24,2186.74,2196.24,15.47,2196.24,2024-03-20 23:15:00,closed,True,False,0,2196.24,2024-03-21 00:15:00,10.0,154.70000000000002,SL/TP
BUY,2203.09,2198.09,2213.09,16.4,2213.09,2024-03-21 02:00:00,closed,False,False,0,2198.09,2024-03-21 02:15:00,-5.0,-82.0,SL/TP
BUY,2202.8,2197.8,2212.8,16.24,2212.8,2024-03-21 05:45:00,closed,False,False,0,2197.8,2024-03-21 10:30:00,-5.0,-81.19999999999999,SL/TP
BUY,2206.25,2201.25,2216.25,16.24,2216.25,2024-03-21 08:30:00,closed,False,False,0,2201.25,2024-03-21 10:30:00,-5.0,-81.19999999999999,SL/TP
BUY,2174.75,2169.75,2184.75,15.91,2184.75,2024-03-22 16:15:00,closed,False,False,0,2169.75,2024-03-22 17:00:00,-5.0,-79.55,SL/TP
BUY,2176.33,2171.33,2186.33,15.75,2186.33,2024-03-25 04:30:00,closed,False,False,0,2171.33,2024-03-25 05:30:00,-5.0,-78.75,SL/TP
BUY,2176.44,2171.44,2186.44,15.6,2186.44,2024-03-25 16:30:00,closed,False,False,0,2171.44,2024-03-25 21:00:00,-5.0,-78.0,SL/TP
BUY,2177.08,2172.08,2187.08,15.6,2187.08,2024-03-25 17:00:00,closed,False,False,0,2172.08,2024-03-25 21:00:00,-5.0,-78.0,SL/TP
BUY,2192.13,2187.13,2202.13,15.29,2202.13,2024-03-26 12:00:00,closed,False,False,0,2187.13,2024-03-26 14:45:00,-5.0,-76.44999999999999,SL/TP
BUY,2191.65,2186.65,2201.65,15.13,2201.65,2024-03-26 15:00:00,closed,False,False,0,2186.65,2024-03-26 15:30:00,-5.0,-75.65,SL/TP
BUY,2190.41,2190.91,2200.41,14.98,2200.41,2024-03-27 15:30:00,closed,True,False,0,2200.41,2024-03-28 07:45:00,10.0,149.8,SL/TP
BUY,2190.29,2190.79,2200.29,14.98,2200.29,2024-03-27 17:30:00,closed,True,False,0,2200.29,2024-03-28 07:45:00,10.0,149.8,SL/TP
BUY,2212.65,2207.65,2222.65,15.58,2222.65,2024-03-28 13:15:00,closed,False,False,0,2207.65,2024-03-28 13:30:00,-5.0,-77.9,SL/TP
BUY,2208.31,2203.31,2218.31,15.42,2218.31,2024-03-28 15:30:00,closed,False,False,0,2203.31,2024-03-28 15:45:00,-5.0,-77.1,SL/TP
BUY,2261.74,2256.74,2271.74,15.27,2271.74,2024-04-01 10:15:00,closed,False,False,0,2256.74,2024-04-01 11:30:00,-5.0,-76.35,SL/TP
BUY,2294.41,2294.91,2304.41,15.12,2304.41,2024-04-03 21:15:00,closed,True,False,0,2304.41,2024-04-04 04:00:00,10.0,151.2,SL/TP
BUY,2300.77,2295.77,2310.77,15.42,2310.77,2024-04-04 05:15:00,closed,False,False,0,2295.77,2024-04-04 08:45:00,-5.0,-77.1,SL/TP
BUY,2299.47,2294.47,2309.47,15.42,2309.47,2024-04-04 07:00:00,closed,False,False,0,2294.47,2024-04-04 10:00:00,-5.0,-77.1,SL/TP
BUY,2299.8,2300.3,2309.8,15.11,2309.8,2024-04-05 16:45:00,closed,True,False,0,2300.3,2024-04-05 17:15:00,0.5,7.555,SL/TP
BUY,2325.16,2320.16,2335.16,15.13,2335.16,2024-04-05 19:15:00,closed,False,False,0,2320.16,2024-04-08 01:00:00,-5.0,-75.65,SL/TP
BUY,2328.05,2323.05,2338.05,15.13,2338.05,2024-04-05 20:30:00,closed,False,False,0,2323.05,2024-04-08 01:00:00,-5.0,-75.65,SL/TP
BUY,2325.16,2320.16,2335.16,15.13,2335.16,2024-04-05 19:15:00,closed,False,False,0,2320.16,2024-04-08 01:00:00,-5.0,-75.65,SL/TP
BUY,2328.05,2323.05,2338.05,15.13,2338.05,2024-04-05 20:30:00,closed,False,False,0,2323.05,2024-04-08 01:00:00,-5.0,-75.65,SL/TP
BUY,2343.36,2338.36,2353.36,14.83,2353.36,2024-04-08 06:30:00,closed,False,False,0,2338.36,2024-04-08 08:15:00,-5.0,-74.15,SL/TP
BUY,2342.16,2337.16,2352.16,14.83,2352.16,2024-04-08 07:45:00,closed,False,False,0,2337.16,2024-04-08 08:30:00,-5.0,-74.15,SL/TP
BUY,2337.61,2332.61,2347.61,14.53,2347.61,2024-04-08 10:30:00,closed,False,False,0,2332.61,2024-04-08 15:00:00,-5.0,-72.64999999999999,SL/TP
BUY,2336.64,2331.64,2346.64,14.53,2346.64,2024-04-08 12:30:00,closed,False,False,0,2331.64,2024-04-08 15:00:00,-5.0,-72.64999999999999,SL/TP
BUY,2338.03,2338.53,2348.03,14.24,2348.03,2024-04-08 23:15:00,closed,True,False,0,2348.03,2024-04-09 04:30:00,10.0,142.4,SL/TP
BUY,2343.87,2344.37,2353.87,14.52,2353.87,2024-04-09 06:15:00,closed,True,False,0,2344.37,2024-04-09 10:00:00,0.5,7.26,SL/TP
BUY,2344.04,2344.54,2354.04,14.52,2354.04,2024-04-09 06:45:00,closed,True,False,0,2344.54,2024-04-09 10:00:00,0.5,7.26,SL/TP
BUY,2344.35,2344.85,2354.35,14.52,2354.35,2024-04-09 07:00:00,closed,True,False,0,2344.85,2024-04-09 10:00:00,0.5,7.26,SL/TP
BUY,2354.76,2355.26,2364.76,14.57,2364.76,2024-04-09 10:00:00,closed,True,False,0,2364.76,2024-04-09 12:15:00,10.0,145.7,SL/TP
BUY,2352.63,2353.13,2362.63,14.86,2362.63,2024-04-09 16:00:00,closed,True,False,0,2362.63,2024-04-09 17:15:00,10.0,148.6,SL/TP
BUY,2387.87,2382.87,2397.87,15.15,2397.87,2024-04-12 04:30:00,closed,False,False,0,2382.87,2024-04-12 07:00:00,-5.0,-75.75,SL/TP
BUY,2399.88,2394.88,2409.88,15.0,2409.88,2024-04-12 10:45:00,closed,False,False,0,2394.88,2024-04-12 11:30:00,-5.0,-75.0,SL/TP
BUY,2399.6,2394.6,2409.6,14.85,2409.6,2024-04-12 13:15:00,closed,False,False,0,2394.6,2024-04-12 14:15:00,-5.0,-74.25,SL/TP
BUY,2382.32,2377.32,2392.32,14.7,2392.32,2024-04-15 23:30:00,closed,False,False,0,2377.32,2024-04-16 09:30:00,-5.0,-73.5,SL/TP
BUY,2383.1,2378.1,2393.1,14.7,2393.1,2024-04-15 23:45:00,closed,False,False,0,2378.1,2024-04-16 09:30:00,-5.0,-73.5,SL/TP
BUY,2383.1,2378.1,2393.1,14.7,2393.1,2024-04-16 00:00:00,closed,False,False,0,2378.1,2024-04-16 09:30:00,-5.0,-73.5,SL/TP
BUY,2374.48,2374.98,2384.48,14.26,2384.48,2024-04-18 06:15:00,closed,True,False,0,2384.48,2024-04-18 14:30:00,10.0,142.6,SL/TP
SELL,2361.01,2360.51,2351.01,14.55,2351.01,2024-04-22 10:45:00,closed,True,False,0,2351.01,2024-04-22 14:00:00,10.0,145.5,SL/TP
SELL,2336.3,2335.8,2326.3,14.84,2326.3,2024-04-22 18:00:00,closed,True,False,0,2326.3,2024-04-22 21:00:00,10.0,148.4,SL/TP
SELL,2326.89,2331.89,2316.89,15.14,2316.89,2024-04-23 01:15:00,closed,False,False,0,2331.89,2024-04-23 02:30:00,-5.0,-75.7,SL/TP
SELL,2330.76,2330.26,2320.76,14.84,2320.76,2024-04-22 20:30:00,closed,True,False,0,2320.76,2024-04-23 04:30:00,10.0,148.4,SL/TP
SELL,2302.56,2307.56,2292.56,15.28,2292.56,2024-04-23 06:45:00,closed,False,False,0,2307.56,2024-04-23 07:30:00,-5.0,-76.39999999999999,SL/TP
SELL,2304.48,2309.48,2294.48,15.28,2294.48,2024-04-23 06:30:00,closed,False,False,0,2309.48,2024-04-23 08:00:00,-5.0,-76.39999999999999,SL/TP
SELL,2304.19,2303.69,2294.19,14.98,2294.19,2024-04-23 11:30:00,closed,True,False,0,2294.19,2024-04-23 12:15:00,10.0,149.8,SL/TP
SELL,2319.82,2324.82,2309.82,15.28,2309.82,2024-04-25 16:00:00,closed,False,False,0,2324.82,2024-04-25 17:15:00,-5.0,-76.39999999999999,SL/TP
BUY,2349.32,2344.32,2359.32,15.12,2359.32,2024-04-26 12:45:00,closed,False,False,0,2344.32,2024-04-26 14:45:00,-5.0,-75.6,SL/TP
BUY,2344.89,2339.89,2354.89,14.97,2354.89,2024-04-26 14:45:00,closed,False,False,0,2339.89,2024-04-26 16:30:00,-5.0,-74.85000000000001,SL/TP
SELL,2330.84,2335.84,2320.84,14.82,2320.84,2024-04-29 16:30:00,closed,False,False,0,2335.84,2024-04-29 17:00:00,-5.0,-74.1,SL/TP
SELL,2332.92,2332.42,2322.92,14.67,2322.92,2024-04-30 03:15:00,closed,True,False,0,2322.92,2024-04-30 08:30:00,10.0,146.7,SL/TP
SELL,2288.12,2293.12,2278.12,14.97,2278.12,2024-05-01 05:30:00,closed,False,False,0,2293.12,2024-05-01 13:45:00,-5.0,-74.85000000000001,SL/TP
SELL,2290.75,2295.75,2280.75,14.97,2280.75,2024-04-30 22:45:00,closed,False,False,0,2295.75,2024-05-01 14:30:00,-5.0,-74.85000000000001,SL/TP
SELL,2291.29,2296.29,2281.29,14.97,2281.29,2024-05-01 01:45:00,closed,False,False,0,2296.29,2024-05-01 14:30:00,-5.0,-74.85000000000001,SL/TP
SELL,2299.34,2304.34,2289.34,14.52,2289.34,2024-05-01 20:45:00,closed,False,False,0,2304.34,2024-05-01 21:00:00,-5.0,-72.6,SL/TP
SELL,2299.25,2304.25,2289.25,14.37,2289.25,2024-05-02 14:15:00,closed,False,False,0,2304.25,2024-05-02 15:45:00,-5.0,-71.85,SL/TP
SELL,2292.23,2297.23,2282.23,14.23,2282.23,2024-05-02 16:30:00,closed,False,False,0,2297.23,2024-05-02 17:15:00,-5.0,-71.15,SL/TP
BUY,2321.17,2316.17,2331.17,14.09,2331.17,2024-05-06 14:00:00,closed,False,False,0,2316.17,2024-05-06 14:45:00,-5.0,-70.45,SL/TP
BUY,2316.57,2317.07,2326.57,14.09,2326.57,2024-05-06 10:15:00,closed,True,False,0,2326.57,2024-05-06 15:45:00,10.0,140.9,SL/TP
BUY,2323.09,2318.09,2333.09,14.23,2333.09,2024-05-06 18:00:00,closed,False,False,0,2318.09,2024-05-07 10:15:00,-5.0,-71.15,SL/TP
BUY,2320.47,2315.47,2330.47,14.09,2330.47,2024-05-07 16:00:00,closed,False,False,0,2315.47,2024-05-07 17:45:00,-5.0,-70.45,SL/TP
SELL,2304.36,2309.36,2294.36,13.95,2294.36,2024-05-08 11:15:00,closed,False,False,0,2309.36,2024-05-08 12:15:00,-5.0,-69.75,SL/TP
SELL,2310.8,2315.8,2300.8,13.81,2300.8,2024-05-08 12:45:00,closed,False,False,0,2315.8,2024-05-08 13:15:00,-5.0,-69.05,SL/TP
SELL,2308.49,2313.49,2298.49,13.67,2298.49,2024-05-09 02:00:00,closed,False,False,0,2313.49,2024-05-09 07:00:00,-5.0,-68.35,SL/TP
BUY,2346.02,2346.52,2356.02,13.53,2356.02,2024-05-09 23:45:00,closed,True,False,0,2356.02,2024-05-10 08:00:00,10.0,135.29999999999998,SL/TP
BUY,2346.02,2346.52,2356.02,13.53,2356.02,2024-05-10 00:00:00,closed,True,False,0,2356.02,2024-05-10 08:00:00,10.0,135.29999999999998,SL/TP
BUY,2346.02,2346.52,2356.02,13.53,2356.02,2024-05-10 00:15:00,closed,True,False,0,2356.02,2024-05-10 08:00:00,10.0,135.29999999999998,SL/TP
BUY,2367.95,2368.45,2377.95,14.34,2377.95,2024-05-10 10:15:00,closed,True,False,0,2377.95,2024-05-10 13:30:00,10.0,143.4,SL/TP
BUY,2366.92,2367.42,2376.92,14.34,2376.92,2024-05-10 10:30:00,closed,True,False,0,2376.92,2024-05-10 13:30:00,10.0,143.4,SL/TP
BUY,2383.48,2378.48,2393.48,14.92,2393.48,2024-05-16 19:30:00,closed,False,False,0,2378.48,2024-05-16 21:15:00,-5.0,-74.6,SL/TP
BUY,2389.85,2390.35,2399.85,14.77,2399.85,2024-05-17 14:45:00,closed,True,False,0,2399.85,2024-05-17 16:00:00,10.0,147.7,SL/TP
BUY,2404.88,2405.38,2414.88,15.06,2414.88,2024-05-17 18:30:00,closed,True,False,0,2414.88,2024-05-17 21:00:00,10.0,150.6,SL/TP
BUY,2407.8,2408.3,2417.8,15.06,2417.8,2024-05-17 18:45:00,closed,True,False,0,2417.8,2024-05-20 00:00:00,10.0,150.6,SL/TP
BUY,2407.8,2408.3,2417.8,15.06,2417.8,2024-05-17 18:45:00,closed,True,False,0,2417.8,2024-05-20 00:00:00,10.0,150.6,SL/TP
BUY,2419.4,2419.9,2429.4,15.99,2429.4,2024-05-20 02:00:00,closed,True,False,0,2429.4,2024-05-20 04:00:00,10.0,159.9,SL/TP
BUY,2421.7,2422.2,2431.7,15.99,2431.7,2024-05-20 03:15:00,closed,True,False,0,2431.7,2024-05-20 04:00:00,10.0,159.9,SL/TP
BUY,2434.6,2429.6,2444.6,16.63,2444.6,2024-05-20 04:45:00,closed,False,False,0,2429.6,2024-05-20 05:45:00,-5.0,-83.14999999999999,SL/TP
BUY,2434.19,2434.69,2444.19,16.47,2444.19,2024-05-20 05:45:00,closed,True,False,0,2444.19,2024-05-20 08:30:00,10.0,164.7,SL/TP
BUY,2437.38,2437.88,2447.38,16.47,2447.38,2024-05-20 07:45:00,closed,True,False,0,2447.38,2024-05-20 08:30:00,10.0,164.7,SL/TP
BUY,2426.53,2427.03,2436.53,17.13,2436.53,2024-05-20 19:45:00,closed,True,False,0,2436.53,2024-05-20 20:45:00,10.0,171.29999999999998,SL/TP
SELL,2386.1,2385.6,2376.1,17.47,2376.1,2024-05-22 21:00:00,closed,True,False,0,2376.1,2024-05-22 21:45:00,10.0,174.7,SL/TP
SELL,2371.9,2371.4,2361.9,17.82,2361.9,2024-05-23 07:15:00,closed,True,False,0,2361.9,2024-05-23 08:45:00,10.0,178.2,SL/TP
SELL,2362.4,2367.4,2352.4,18.18,2352.4,2024-05-23 10:00:00,closed,False,False,0,2367.4,2024-05-23 13:00:00,-5.0,-90.9,SL/TP
SELL,2340.67,2345.67,2330.67,17.99,2330.67,2024-05-29 16:30:00,closed,False,False,0,2345.67,2024-05-29 16:45:00,-5.0,-89.94999999999999,SL/TP
SELL,2343.19,2342.69,2333.19,17.81,2333.19,2024-05-29 17:30:00,closed,True,False,0,2333.19,2024-05-30 04:45:00,10.0,178.1,SL/TP
SELL,2335.28,2334.78,2325.28,17.81,2325.28,2024-05-30 03:30:00,closed,True,False,0,2325.28,2024-05-30 08:45:00,10.0,178.1,SL/TP
